,Yields,Predicted Yields
0,61,70.90211111111111
1,0,12.390937728937729
2,50,49.42636507936508
3,78,67.82082474859385
4,63,79.17663612531258
5,44,46.20688095238095
6,1,36.329206349206345
7,80,90.30077339327339
8,0,67.82082474859385
9,60,75.41718172479395
10,35,47.92501298701299
11,66,45.87608257239836
12,56,73.25816477966478
13,35,65.77766666666666
14,0,26.749000000000006
15,1,19.103235974551765
16,85,35.852277777777786
17,85,92.04049550449552
18,80,82.75065079365078
19,39,65.7817896825397
20,72,44.60864285714287
21,26,40.71299206349207
22,83,81.93864285714285
23,31,51.68671428571431
24,2,53.808190476190475
25,94,77.57613486513486
26,45,39.937492063492066
27,83,72.84398412698411
28,54,45.87608257239836
29,51,60.966571428571434
30,33,46.49168253968254
31,24,20.11373015873016
32,1,19.73873015873016
33,19,72.56350183150184
34,83,69.75281601731602
35,44,22.410331212647005
36,0,20.089651515151516
37,85,80.09910317460317
38,74,40.820928571428574
39,30,12.37384199134199
40,74,64.4673430538014
41,54,34.239555555555555
42,86,81.69969153069154
43,80,47.29288644688645
44,29,54.92876312817617
45,63,40.75920634920634
46,17,32.608785714285716
47,76,27.648150793650792
48,29,37.35901587301588
49,18,21.65045238095238
50,90,90.79169047619045
51,49,67.3374827586207
52,26,24.443078803549387
53,88,72.51266666666668
54,98,77.50761904761906
55,50,35.18971428571429
56,31,57.75321428571428
57,83,64.04916000665999
58,17,56.59224323552263
59,45,40.02438528138529
60,50,38.93509523809524
61,86,81.93864285714285
62,36,48.62180158730159
63,37,61.51003535353536
64,33,25.763818181818184
65,87,64.4673430538014
66,83,79.17663612531258
67,77,36.91913492063492
68,1,34.38969480519481
69,0,44.537704481792716
70,0,18.804865079365083
71,51,66.69389826839826
72,71,54.92876312817617
73,49,35.565690476190476
74,65,81.65685714285715
75,65,68.58577283827282
76,0,44.66046031746033
77,66,76.89171643389291
78,34,45.77342857142857
79,14,22.41331818181818
80,73,61.51003535353536
81,16,17.714460317460315
82,51,58.787993339993335
83,97,69.40228571428574
84,98,36.91913492063492
85,93,59.70604761904763
86,1,36.33526623376624
87,1,45.43276984126984
88,84,73.25816477966478
89,0,27.888911674347156
90,31,47.02592063492063
91,63,69.75281601731602
92,35,41.570230158730155
93,41,58.23680303030304
94,0,19.70122222222222
95,61,51.802182539682526
96,0,12.065415584415584
97,10,48.30330952380953
98,58,47.6372649017649
99,49,48.7600541125541
100,18,26.477309523809527
101,63,51.76133333333333
102,92,80.07311904761906
103,76,81.65091086691086
104,86,81.69969153069154
105,25,50.08002380952381
106,89,88.5822126841167
107,0,20.56546103896104
108,8,23.54023809523809
109,96,86.47481746031747
110,1,28.937761904761913
111,70,65.5105238095238
112,85,84.92209523809524
113,98,79.3642857142857
114,82,87.99150793650792
115,74,64.98947619047618
116,90,67.82082474859385
117,0,10.267738095238096
118,55,75.071
119,93,64.4673430538014
120,75,63.08455411255411
121,39,20.079841269841275
122,63,61.71304266508848
123,94,86.17151587301586
124,63,65.69804761904761
125,43,36.999563492063494
126,58,77.26380952380951
127,75,81.69969153069154
128,0,13.637383727383725
129,20,35.42191666666667
130,31,65.77766666666666
131,60,47.6372649017649
132,49,75.41718172479395
133,50,47.29288644688645
134,0,27.888911674347156
135,74,72.60440476190476
136,31,73.25816477966478
137,75,48.89425396825397
138,99,92.04049550449552
139,0,57.367
140,66,23.250238095238096
141,69,62.77955411255411
142,0,25.951248917748913
143,1,46.71901587301588
144,98,78.70041133004925
145,30,49.77336507936508
146,40,17.01640476190476
147,72,58.26268686868688
148,94,43.85297374847376
149,9,23.430357142857144
150,90,57.495380952380955
151,75,64.04916000665999
152,72,43.60832539682539
153,71,82.75065079365078
154,36,60.35931746031745
155,96,70.4775634920635
156,29,23.64233333333333
157,42,15.684404761904759
158,67,53.90274603174603
159,70,78.58866666666667
160,86,88.5822126841167
161,49,73.25816477966478
162,0,52.54740476190478
163,96,79.87616233766234
164,81,56.013039682539684
165,40,47.29288644688645
166,86,50.60566666666668
167,85,47.89444588744588
168,48,43.85297374847376
169,0,46.75370934620934
170,96,46.84651587301589
171,79,45.87608257239836
172,88,49.034857142857135
173,88,79.17663612531258
174,78,70.4775634920635
175,0,18.921809523809525
176,83,29.024540404040398
177,53,65.57790764790764
178,69,77.6142619047619
179,96,57.26569841269841
180,1,24.058170995670995
181,0,18.49553968253968
182,95,42.6003580294102
183,31,92.76177777777777
184,22,81.20309057609057
185,74,77.57613486513486
186,35,39.20866666666667
187,91,88.5822126841167
188,77,54.92876312817617
189,1,10.267738095238096
190,80,79.17663612531258
191,15,27.78688961038961
192,27,35.70079220779221
193,75,54.141238095238094
194,58,60.719138234314684
195,59,59.78573304473304
196,67,64.4673430538014
197,76,77.26380952380951
198,70,72.51266666666668
199,53,68.45676190476189
200,51,57.12390476190477
201,0,11.640714285714287
202,81,69.3638492063492
203,70,71.51178571428571
204,0,8.387222222222222
205,75,45.87608257239836
206,75,62.981912698412685
207,90,70.4775634920635
208,83,71.2549365079365
209,56,34.42519047619048
210,33,46.21234920634921
211,84,38.963190476190476
212,75,72.39711904761906
213,58,57.56170186335403
214,85,53.099158730158734
215,84,79.17663612531258
216,0,57.367
217,98,74.74501921092325
218,89,73.25816477966478
219,91,85.59625
220,64,59.79249999999999
221,88,84.12515977649802
222,75,38.963190476190476
223,65,65.46901587301588
224,76,82.75065079365078
225,81,61.51003535353536
226,1,61.99392882288215
227,45,48.89425396825397
228,23,16.447738095238098
229,46,38.86426623376624
230,92,64.4673430538014
231,30,55.836000000000006
232,81,64.4673430538014
233,44,42.613499999999995
234,1,19.920868575868575
235,0,13.411010101010099
236,1,45.886082572398365
237,50,74.78061904761904
238,82,67.27049594849595
239,91,71.2549365079365
240,63,64.4673430538014
241,46,43.44551587301587
242,77,86.17151587301586
243,25,45.83568253968254
244,78,38.072833333333335
245,49,74.78061904761904
246,60,38.963190476190476
247,84,69.29430547230547
248,89,56.006309523809534
249,64,38.06487454212454
250,0,15.406738095238095
251,0,42.536976190476196
252,81,84.92209523809524
253,93,81.69969153069154
254,61,47.6372649017649
255,97,76.81530158730158
256,1,21.687461038961033
257,39,35.90471428571429
258,80,75.12628571428573
259,75,56.75057834101381
260,36,47.29288644688645
261,84,21.524766233766233
262,90,67.82082474859385
263,1,25.540661616161614
264,90,81.65091086691086
265,0,33.72186507936508
266,29,24.443078803549387
267,34,35.22821428571429
268,97,58.49504761904761
269,50,50.831190476190486
270,78,60.702173160173146
271,12,45.87608257239836
272,52,34.42519047619048
273,10,69.63075724275724
274,90,77.57613486513486
275,34,21.701888888888888
276,78,45.87608257239836
277,68,75.071
278,0,67.82082474859385
279,75,74.28713181504486
280,75,46.71901587301588
281,50,45.812305194805184
282,93,61.43573809523809
283,1,40.75920634920634
284,1,24.212859917859923
285,35,55.836000000000006
286,46,52.50382471782541
287,91,57.495380952380955
288,63,44.60864285714287
289,53,53.38146825396825
290,43,66.29719047619048
291,32,36.38624098124099
292,20,54.33145184320643
293,44,31.46795238095238
294,0,56.747111111111124
295,60,95.6943492063492
296,82,70.09081339977851
297,39,48.39596460402344
298,34,35.64136796536797
299,90,70.54232155657962
300,86,82.63599278499278
301,34,40.35919047619048
302,65,67.66949180324639
303,73,66.08185714285715
304,77,37.433758600876246
305,92,59.12890476190477
306,78,58.16688372738374
307,95,88.06381601731601
308,0,5.337497835497836
309,73,80.32888482834994
310,98,79.17124603174602
311,24,11.796301587301588
312,0,22.113769841269843
313,0,13.879214285714285
314,51,48.40311111111111
315,83,62.75695822571281
316,88,83.51015681703919
317,1,25.49980230880231
318,1,13.512500000000003
319,91,89.6886121463078
320,43,53.24730952380953
321,80,43.42769264069265
322,40,58.16688372738374
323,0,33.76047258297258
324,25,46.31778571428572
325,43,69.37345490620491
326,91,59.12890476190477
327,76,71.66364102564101
328,25,26.43730230880231
329,78,70.60392857142855
330,23,25.54799206349206
331,81,59.90426323676324
332,70,36.38624098124099
333,25,9.877634920634922
334,0,11.220047619047618
335,67,68.63307840314616
336,58,16.37144227994228
337,85,57.06735502836874
338,1,66.35964268737798
339,55,68.44784379509382
340,90,72.57818253968254
341,34,55.92764285714286
342,0,33.608690476190475
343,80,64.80806227106228
344,0,18.859589337133457
345,58,66.35964268737798
346,66,41.331603396603406
347,99,82.59196753246752
348,50,56.76159523809525
349,47,43.42769264069265
350,80,57.06735502836874
351,1,41.10485714285714
352,66,41.331603396603406
353,89,71.66364102564101
354,80,77.07569096494903
355,99,77.52652298850576
356,92,90.06116955266954
357,45,59.90426323676324
358,90,80.13518326118324
359,15,38.6349126984127
360,64,65.47422609819121
361,0,38.8277581030081
362,88,69.25996886446886
363,20,31.394404761904767
364,50,35.619215007215004
365,0,55.698703646958236
366,54,61.73342046515576
367,52,11.515444444444444
368,25,36.25112987012987
369,51,49.11279365079365
370,62,32.47897619047619
371,65,43.42769264069265
372,63,64.36084126984127
