,Yields,Predicted Yields
0,61.0,59.27853665778666
1,69.0,31.651646288277483
2,0.0,13.452902930402932
3,79.0,57.497123015873015
4,17.0,59.974793650793664
5,77.0,31.651646288277483
6,88.0,75.71833333333333
7,44.0,31.035912087912088
8,71.0,76.54
9,0.0,8.768860109833406
10,51.0,84.4470588235294
11,41.0,54.22666666666667
12,29.0,16.623901709401707
13,90.0,36.046025641025636
14,10.0,51.49055555555557
15,92.0,47.0075883299707
16,58.0,72.66670757020758
17,97.0,93.18333333333334
18,70.0,76.88642857142857
19,35.0,43.07866666666667
20,19.0,65.69970242992304
21,8.0,68.66451637251636
22,85.0,87.30641643323996
23,1.0,34.002872650709335
24,88.0,64.14583333333333
25,30.0,11.496474937343361
26,47.0,52.32366222176516
27,96.0,71.51865823392295
28,10.0,62.60066666666667
29,30.0,58.16333333333333
30,28.0,68.22538461538461
31,87.0,55.99499999999999
32,54.0,82.23083333333334
33,60.0,65.30786943530326
34,90.0,78.02291666666666
35,63.0,71.5905518925519
36,1.0,18.870418392323188
37,77.0,72.48623931623932
38,14.0,22.49623015873015
39,96.0,65.728443420142
40,74.0,75.82106776556776
41,80.0,65.728443420142
42,31.0,31.651646288277483
43,1.0,52.68865391879363
44,45.0,38.28336813186813
45,49.0,69.967
46,53.0,70.09
47,38.0,34.436794871794866
48,86.0,55.38323498886735
49,43.0,47.194628761761116
50,26.0,32.60880241980242
51,1.0,19.102922077922077
52,96.0,31.651646288277483
53,45.0,39.49491558441559
54,73.0,74.8175
55,93.0,83.89599999999999
56,99.0,77.3172380952381
57,62.0,38.28336813186813
58,11.0,16.312976190476192
59,83.0,77.2372380952381
60,85.0,75.604
61,80.0,88.84483333333334
62,86.0,81.87254761904762
63,63.0,56.17757885458198
64,35.0,50.93628205128206
65,71.0,70.60046982085684
66,0.0,2.7184523809523813
67,8.0,32.83733147845118
68,45.0,64.78045238095238
69,77.0,49.695294117647066
70,78.0,66.54094452769455
71,76.0,24.477023809523807
72,1.0,26.38202976264623
73,80.0,69.01822738617594
74,73.0,64.11597186147186
75,27.0,30.451239367326036
76,80.0,83.01
77,83.0,61.325
78,99.0,63.32248459383754
79,17.0,47.0075883299707
80,20.0,31.813700229425013
81,1.0,28.265654382866057
82,95.0,84.294
83,90.0,68.62768311951207
84,18.0,26.09
85,0.0,59.27853665778666
86,73.0,62.31051781551781
87,0.0,28.87662068487068
88,1.0,56.00134887334885
89,40.0,54.33
90,61.0,54.61780080213904
91,72.0,83.70666666666666
92,80.0,84.20401960784315
93,94.0,83.69174714174713
94,95.0,73.63641619981325
95,86.0,74.92333333333333
96,0.0,83.69174714174713
97,82.0,38.28336813186813
98,70.0,81.93235714285714
99,37.0,55.92431168831168
100,95.0,47.0075883299707
101,91.0,77.3172380952381
102,33.0,55.629097744360905
103,52.0,52.32366222176516
104,70.0,60.62397220993661
105,95.0,80.99125404007758
106,56.0,63.77938791763791
107,96.0,78.13
108,52.0,54.8
109,86.0,73.8280836940837
110,17.0,31.651646288277483
111,99.0,59.6612902930403
112,58.0,56.17757885458198
113,53.0,59.341166666666666
114,65.0,38.28336813186813
115,41.0,38.28336813186813
116,15.0,22.7474748972218
117,58.0,62.02834731187285
118,0.0,29.242315362409386
119,65.0,84.29705882352941
120,94.0,63.77938791763791
121,40.0,23.959319125319126
122,50.0,56.17757885458198
123,89.0,79.09166666666667
124,79.0,85.2252564102564
125,75.0,59.27853665778666
126,89.0,63.06049689199692
127,76.0,74.24166583124479
128,0.0,56.00134887334885
129,1.0,54.1114834054834
130,20.0,38.62203021486821
131,7.0,83.69174714174713
132,68.0,53.07944689542484
133,76.0,68.13030952380952
134,33.0,66.87157936507938
135,1.0,25.637673495924588
136,70.0,51.54592857142858
137,73.0,69.60079761904763
138,50.0,49.59588492063492
139,12.0,45.79666666666666
140,0.0,29.83146897546898
141,58.0,81.24497222222222
142,75.0,80.31035428460427
143,30.0,59.38230555555556
144,25.0,10.662404761904764
145,77.0,64.71758058608059
146,70.0,32.83733147845118
147,34.0,31.763700229425012
148,0.0,56.00134887334885
149,39.0,38.62203021486821
150,50.0,68.71846153846154
151,40.0,56.56030402827309
152,10.0,23.591124555108667
153,71.0,63.13166666666666
154,45.0,48.9075
155,80.0,83.49
156,70.0,64.85918668831168
157,83.0,38.28336813186813
158,78.0,65.81
159,98.0,48.9985007614934
160,0.0,2.6564036336756924
161,60.0,55.55446825396826
162,81.0,74.06166666666667
163,49.0,60.89666666666667
164,54.0,75.687
165,17.0,45.14710788533753
166,97.0,88.11166666666668
167,10.0,48.37833333333334
168,65.0,60.22563492063493
169,25.0,32.83733147845118
170,95.0,61.550119047619035
171,47.0,21.992716992083455
172,60.0,67.57478937728938
173,43.0,64.21126441102757
174,86.0,60.409
175,78.0,59.97
176,70.0,65.85613111888112
177,97.0,72.97110292403676
178,60.0,60.62397220993661
179,74.0,61.93488095238095
180,90.0,94.23333333333333
181,0.0,13.965337072241484
182,0.0,45.14710788533753
183,37.0,66.55512545134606
184,89.0,55.65369047619048
185,85.0,77.65142857142857
186,77.0,76.20934090909091
187,69.0,31.87464457486361
188,89.0,83.95252156177158
189,73.0,76.105
190,82.0,84.88
191,98.0,60.62397220993661
192,27.0,42.92
