RXN,Origin,Mechanism,DOI,substrate,rxnfp,Yield
C#CC1=CC=CC=C1.IC1=CC=C(C(C)=O)C=C1>CN(C=O)C.[Cu]I>O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,optimization,sonogashira,https://doi.org/10.1002/slct.201600894,C#CC1=CC=CC=C1,"[-0.49597492814064026, 2.449198007583618, 1.6998101472854614, 0.04399442672729492, 1.2506041526794434, -0.9440857172012329, 1.0712664127349854, 2.4556329250335693, 0.4135071635246277, 1.274251937866211, 0.15019923448562622, -1.2933415174484253, 1.5483307838439941, -1.6575727462768555, -0.7706051468849182, 3.013774871826172, 2.848026752471924, 1.844478964805603, 2.5269758701324463, 2.988374948501587, 0.0907137468457222, -1.4744470119476318, 0.1923196017742157, -1.3018327951431274, -0.9375109672546387, -0.1424950361251831, -0.82179856300354, 2.5797410011291504, 0.7495142817497253, -0.4625861346721649, -2.295668840408325, -1.29054594039917, -1.6457873582839966, 0.3884841203689575, 1.1669527292251587, 1.2955800294876099, 1.516097903251648, 2.2444698810577393, 0.7244036197662354, -1.7036393880844116, 0.5043449401855469, -0.5321193933486938, 2.4893221855163574, -2.3201582431793213, 0.8612350225448608, 1.127152919769287, -2.2325093746185303, 1.179386019706726, -0.777187705039978, 3.0206873416900635, -1.7915736436843872, 0.25818169116973877, -1.5872658491134644, -1.4205604791641235, 1.3753912448883057, 1.146596908569336, 0.4318845868110657, -1.0372055768966675, 0.28267133235931396, -0.38547423481941223, -0.538305401802063, 0.20478618144989014, -0.469198077917099, 0.2986847758293152, -1.9515347480773926, 0.31124573945999146, -2.1455488204956055, -0.669767439365387, -1.2265328168869019, -0.8512590527534485, 0.6444863080978394, 0.9924980401992798, -1.8834266662597656, -0.9872055053710938, -0.6720826029777527, 0.3169291913509369, 0.45653364062309265, -1.5940674543380737, -0.018141478300094604, -0.6415891051292419, 0.01053675264120102, -1.9549788236618042, 0.5173912048339844, 0.8872348666191101, 1.0650007724761963, 0.7051615118980408, 1.1519336700439453, -0.4985752999782562, -0.7348678112030029, -0.9457783102989197, 3.233814239501953, 0.7446398138999939, -0.09850995242595673, -3.279506206512451, -0.6594828963279724, 0.3063824772834778, 1.2639365196228027, -1.0113447904586792, 1.0335787534713745, -2.2325494289398193, -0.5080887079238892, -2.2040607929229736, -1.3032841682434082, 1.0873090028762817, 0.26969170570373535, 0.4584512710571289, 1.342293620109558, -0.36232468485832214, 0.8935062885284424, 1.7343766689300537, 0.8881844282150269, -1.6462891101837158, 0.5923993587493896, -0.6349320411682129, 1.6208467483520508, 2.6655611991882324, 2.4106690883636475, -1.8385893106460571, 0.2570433020591736, -0.934729814529419, 1.0164285898208618, -1.2198610305786133, -0.4681505858898163, 0.7500202059745789, 2.195819854736328, -0.7424710988998413, -0.8957067728042603, 1.4199248552322388, -1.4553534984588623, -0.424237459897995, -0.5051432251930237, -1.0780025720596313, 0.8550658822059631, 0.8805781602859497, 0.14281776547431946, 0.7650457620620728, -2.3955469131469727, 0.8841252326965332, 0.5502342581748962, 0.6978117823600769, 2.3736419677734375, 0.44386279582977295, -0.08297216892242432, -1.2007349729537964, 1.0622832775115967, -0.265621542930603, 0.4461206793785095, 0.37089619040489197, -0.9864463210105896, 1.3714230060577393, -2.787742853164673, 0.39433959126472473, 0.8462940454483032, 1.4188705682754517, 1.0255213975906372, 1.3149809837341309, 0.13283506035804749, 0.44548261165618896, -0.8497459888458252, -2.671052932739258, 1.071063756942749, -0.7527259588241577, -0.1753838062286377, -0.969359278678894, -0.3269534707069397, -0.7581063508987427, 1.0848263502120972, 2.314465284347534, 0.2456253170967102, 1.1395341157913208, 0.054971180856227875, 1.7539561986923218, 0.174020916223526, 1.0194233655929565, 1.0123307704925537, 0.28012871742248535, 0.9966866374015808, -1.6489089727401733, -1.4816572666168213, 1.1094865798950195, -2.10811185836792, 0.9887059926986694, -1.198864221572876, 0.7577946782112122, 1.02749764919281, 1.7728461027145386, 0.7170267105102539, -0.1988830268383026, 1.2732996940612793, -0.26728156208992004, -0.3650725483894348, -0.18013472855091095, -1.131923794746399, -0.12042330205440521, -1.1345680952072144, 0.08654679358005524, -0.06675365567207336, 0.6387643814086914, -1.2357096672058105, -0.5469300746917725, 0.6700897216796875, 2.9453012943267822, 0.001166515052318573, -1.3411866426467896, -2.1741726398468018, 0.315651535987854, -0.9985933303833008, -0.13745026290416718, 1.0407631397247314, -0.004308760166168213, -1.685374140739441, 0.32606834173202515, 0.860059380531311, -1.326636791229248, -1.4697589874267578, -0.011792302131652832, -2.5612926483154297, -0.6944642066955566, -2.3726277351379395, 1.1142311096191406, -1.8703619241714478, -2.025635004043579, -0.6765673756599426, 0.7874202728271484, -1.0339417457580566, -1.1590384244918823, 1.9427636861801147, 1.0795598030090332, -0.41353756189346313, -0.633313775062561, -0.65946364402771, 0.7712059617042542, -1.435394525527954, 1.128102421760559, 0.9980224967002869, -1.9393761157989502, -0.14757467806339264, -0.2388555258512497, -0.3606416583061218, -0.3993583619594574, 0.27817457914352417, -1.6661797761917114, 1.327904462814331, -0.967455267906189, -2.273989677429199, -4.236981391906738, -0.7348364591598511, 0.17459607124328613, 1.75484299659729, 0.5758447647094727, 1.2594237327575684, -0.8519877195358276, -0.5703154802322388, -0.9580830335617065, -2.12945818901062, -0.38629043102264404]",30
C#CC1=CC=CC=C1.IC1=CC=C(C(C)=O)C=C1>COC.[Cu]I>O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,optimization,sonogashira,https://doi.org/10.1002/slct.201600894,C#CC1=CC=CC=C1,"[-0.0302579402923584, 2.9559011459350586, 1.5637580156326294, 1.2443695068359375, 0.9658301472663879, -0.37851905822753906, 1.2139427661895752, 2.3218860626220703, 0.8592697381973267, 1.0028403997421265, -0.30981698632240295, -0.5127800703048706, 1.5862369537353516, -1.6344008445739746, -0.038497742265462875, 2.6841132640838623, 2.022447347640991, 1.7880315780639648, 2.4240314960479736, 2.3578572273254395, -0.821473240852356, -1.129748821258545, -0.9331191778182983, -0.2585797607898712, -0.738739013671875, -1.356803297996521, -0.4024028182029724, 1.3750107288360596, 0.591543436050415, -0.48426344990730286, -2.054680585861206, -1.1722333431243896, -1.5973432064056396, 0.19879508018493652, 0.3342377543449402, 1.1200131177902222, 0.7777923941612244, 1.4840208292007446, 0.39730334281921387, -2.1854665279388428, 0.7286599278450012, -0.08612985163927078, 2.2223970890045166, -2.996762752532959, 0.9869124889373779, 1.123147964477539, -1.8062695264816284, -0.1511298269033432, 0.15221954882144928, 2.8359780311584473, -1.341254472732544, 0.8352646231651306, -1.5211663246154785, -2.0160670280456543, 1.3757219314575195, 1.3589056730270386, -0.10849402099847794, -0.4498056173324585, 0.04732891172170639, 0.2726972997188568, 0.9884089231491089, -0.13405266404151917, -1.6374540328979492, 0.6380374431610107, -1.3050034046173096, -0.6461172699928284, -1.7936747074127197, -0.42066696286201477, -0.9482623338699341, -0.8564095497131348, 1.2461528778076172, 1.2825990915298462, -2.042491912841797, -0.10361634939908981, -1.3550488948822021, -0.30664360523223877, 0.31233394145965576, -2.3823065757751465, -0.3187360167503357, 0.11952361464500427, -0.22076016664505005, -1.8382271528244019, 0.8123117089271545, 1.3196303844451904, 1.1752017736434937, 1.5762213468551636, 0.1943710744380951, 0.47285640239715576, 0.11290194094181061, -1.1243895292282104, 2.7322964668273926, 0.6079131364822388, -0.9738782048225403, -3.7971255779266357, -1.050809621810913, 0.990778386592865, 0.632825493812561, -1.0234217643737793, 0.18051233887672424, -1.8159334659576416, 0.3219631612300873, -2.0843091011047363, -0.32737433910369873, 1.491174340248108, 0.30930283665657043, 0.1263120472431183, 0.787320613861084, -1.5102040767669678, 0.745892345905304, 0.14641708135604858, 0.5347945094108582, -1.2854862213134766, 0.253114253282547, -0.7979764938354492, 2.3301687240600586, 2.8507843017578125, 2.1785099506378174, -1.7607872486114502, 0.4122540354728699, -0.2428579181432724, 0.4554893970489502, -2.37630295753479, 0.15218232572078705, 0.2976692318916321, 1.9255903959274292, -0.8064687252044678, -0.07201807200908661, 1.4651752710342407, -2.1147830486297607, -0.2867256700992584, -0.592536211013794, -0.43681877851486206, 0.798458456993103, 0.5677975416183472, 0.2004380226135254, 1.4083409309387207, -2.258246898651123, 0.9945623874664307, 1.3645967245101929, 0.9720548987388611, 1.642998456954956, 1.0540739297866821, -0.5915659070014954, -1.3498733043670654, 0.32919949293136597, 0.48822689056396484, 0.634854793548584, 0.4596171975135803, -0.77180016040802, 2.0643467903137207, -2.608227491378784, -0.3729292154312134, 1.1330108642578125, 0.4502639174461365, 1.3442866802215576, 1.1056276559829712, -0.11855882406234741, 0.7774480581283569, -1.0603101253509521, -2.6944031715393066, 0.26296764612197876, -0.41346749663352966, 1.045530915260315, -1.7682932615280151, -1.1197339296340942, -0.6948527693748474, 1.1386585235595703, 2.4515538215637207, -0.10974787175655365, 1.1114287376403809, 0.3351716995239258, 1.0604617595672607, -1.0102535486221313, 1.298697590827942, 0.6629633903503418, 0.07621560245752335, 1.1440476179122925, -0.7848032116889954, -0.7418142557144165, 1.6780529022216797, -1.8735547065734863, 0.4552220404148102, -1.3125505447387695, 1.0769354104995728, 1.0516222715377808, 1.7169749736785889, 1.353007435798645, 0.16008050739765167, 1.0504611730575562, -0.6279041171073914, -2.234537363052368, -0.6241098642349243, -0.7485769391059875, 0.6066677570343018, -1.0815932750701904, 0.35566699504852295, -0.292803019285202, 1.397359013557434, -0.49352461099624634, -0.17296528816223145, 1.5162408351898193, 3.0487589836120605, -0.7481262683868408, -1.0792839527130127, -1.338767170906067, -0.6852253079414368, -0.6741509437561035, 0.48442748188972473, 1.3883546590805054, -0.15413060784339905, -1.5938420295715332, 1.1768734455108643, 0.1371261179447174, -1.2800718545913696, -1.7610094547271729, -0.06263749301433563, -2.3335647583007812, 0.38082972168922424, -1.5583778619766235, 2.5401365756988525, -2.7549006938934326, -1.3933407068252563, 0.08381231129169464, 0.6813219785690308, -0.45054391026496887, -1.3718583583831787, 1.650222897529602, 1.2540806531906128, -0.13352862000465393, -1.5389683246612549, -1.2753547430038452, 0.5682326555252075, -1.8820068836212158, 0.39066439867019653, 0.3925333023071289, -2.0881764888763428, -0.4927137494087219, -0.14882726967334747, -0.061197228729724884, 0.03565506264567375, 1.5650602579116821, -0.5931154489517212, 2.1050164699554443, -0.9553016424179077, -2.0013320446014404, -4.128403186798096, -0.9454420208930969, -0.35648050904273987, 1.0438636541366577, 0.10335173457860947, 0.30272239446640015, -0.6107959151268005, 0.3078504800796509, -1.5333492755889893, -2.6189932823181152, -0.3483387231826782]",0
C#CC1=CC=CC=C1.IC1=CC=C(C(C)=O)C=C1>CC1=CC=CC=C1.[Cu]I>O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,optimization,sonogashira,https://doi.org/10.1002/slct.201600894,C#CC1=CC=CC=C1,"[-0.29538118839263916, 2.9519193172454834, 1.8185803890228271, 0.5378948450088501, 0.8707848191261292, -1.0311732292175293, 1.5068020820617676, 2.3573997020721436, 1.187547206878662, 1.1479398012161255, -0.46861329674720764, -0.7572504878044128, 1.354933738708496, -1.52810537815094, -0.34873729944229126, 2.9813356399536133, 2.2270379066467285, 1.8265759944915771, 1.983129620552063, 2.7369730472564697, -0.565014123916626, -1.4338098764419556, -0.9583736658096313, -0.7772275805473328, -1.1205185651779175, -1.020220160484314, -0.6255167722702026, 1.9217195510864258, 0.5303506851196289, 0.005813863128423691, -2.3451616764068604, -0.7882931232452393, -1.8626662492752075, 0.3391927182674408, -0.07108134031295776, 1.1947021484375, 0.5641424655914307, 1.7014681100845337, 0.6924020051956177, -2.3189940452575684, 0.6288701891899109, -0.3375914692878723, 2.3861589431762695, -3.1080427169799805, 1.093222975730896, 1.4522451162338257, -2.301403045654297, 0.026885181665420532, 0.28807008266448975, 3.224271297454834, -1.7053648233413696, 0.6311017274856567, -1.610561728477478, -1.7665830850601196, 1.2976609468460083, 1.6586352586746216, -0.221493661403656, -0.578993558883667, 0.4141976833343506, 0.03084331750869751, 0.33316734433174133, 0.16439920663833618, -0.9487713575363159, 0.48694056272506714, -1.7502679824829102, -0.25595465302467346, -2.0950827598571777, -0.1274784803390503, -1.0309511423110962, -0.7966716885566711, 0.6242207884788513, 0.9560233354568481, -2.0738604068756104, -0.36330169439315796, -1.4438945055007935, -0.10962001979351044, 0.5524746179580688, -1.9803760051727295, 0.020106717944145203, -0.030609939247369766, -0.13723090291023254, -1.6821316480636597, 0.8097596168518066, 1.2730525732040405, 1.3430145978927612, 1.4684466123580933, 0.6886144876480103, 0.2216385006904602, -0.2079348862171173, -1.3948283195495605, 2.7152211666107178, 0.6883296966552734, -0.4790903329849243, -3.4030508995056152, -1.5341136455535889, 0.44019293785095215, 0.9077308773994446, -1.1534795761108398, 0.6927932500839233, -1.75383460521698, -0.23616057634353638, -2.060779571533203, -0.8188721537590027, 1.1517964601516724, 0.23052716255187988, 0.023899778723716736, 0.9981335401535034, -1.3184096813201904, 0.9097921848297119, 0.7739561200141907, 0.6482781767845154, -1.1150767803192139, 0.16071854531764984, -0.8201917409896851, 2.0711028575897217, 2.716397762298584, 2.4382283687591553, -1.7766040563583374, 0.31737297773361206, -0.23353055119514465, 0.6625527739524841, -1.858847737312317, -0.11363908648490906, 0.7122407555580139, 1.9267162084579468, -1.3098905086517334, -0.2925107181072235, 1.1604297161102295, -1.849727988243103, 0.1452830284833908, -0.7336649298667908, -0.6457052230834961, 0.7746334671974182, 0.4882832169532776, 0.3291853368282318, 0.8969947099685669, -2.052940845489502, 0.7411156892776489, 0.899394690990448, 0.772495448589325, 1.5567301511764526, 0.9032411575317383, -0.6134692430496216, -1.177361011505127, 0.6135395765304565, -0.04481180012226105, 0.5302085280418396, 0.5273555517196655, -0.6252826452255249, 1.9506922960281372, -3.5296809673309326, 0.1328260898590088, 0.9377054572105408, 1.070846676826477, 1.0609687566757202, 1.225367784500122, 0.23938968777656555, 0.3950364589691162, -0.6069415211677551, -2.487243175506592, 0.2638269066810608, -0.6944268941879272, 0.8629510402679443, -1.2086012363433838, -0.527039647102356, -0.3545565903186798, 1.30681312084198, 2.0633697509765625, 0.4826168715953827, 0.5475289821624756, 0.020367003977298737, 1.3221096992492676, 0.00412093847990036, 0.9469927549362183, 1.0046650171279907, 0.42210501432418823, 1.0880329608917236, -1.3489000797271729, -1.3629111051559448, 1.616909146308899, -1.5915439128875732, 0.6812145709991455, -1.2315783500671387, 1.3481535911560059, 0.66136234998703, 1.7695400714874268, 0.7769866585731506, 0.20819759368896484, 1.8657506704330444, -0.32328248023986816, -1.6024391651153564, -0.11542512476444244, -0.7632154822349548, 0.7978053092956543, -1.1621488332748413, 0.2143426239490509, 0.03707308694720268, 1.463807463645935, -0.7423665523529053, -0.5891479849815369, 1.2810204029083252, 3.112961769104004, -0.35136696696281433, -0.965255856513977, -1.8422099351882935, -0.42988547682762146, -0.9101004600524902, -0.04980936646461487, 1.4536868333816528, -0.18829867243766785, -1.8886719942092896, 0.6343236565589905, 0.6003509759902954, -1.1885699033737183, -1.9769577980041504, -0.13975517451763153, -2.0437750816345215, -0.30042219161987305, -1.622352957725525, 2.856334924697876, -2.0068812370300293, -1.9166032075881958, 0.03505004197359085, 0.641494631767273, -0.691307783126831, -1.229709267616272, 2.1204614639282227, 1.4644677639007568, -0.3196824789047241, -1.3087533712387085, -1.1634676456451416, -0.27429521083831787, -2.031212091445923, 1.2114731073379517, 0.5814053416252136, -2.5040528774261475, -0.36195605993270874, -0.08101994544267654, 0.05729895085096359, -0.5148304104804993, 1.1526463031768799, -0.6300606727600098, 1.5180013179779053, -0.6760920286178589, -2.127342700958252, -4.031192779541016, -0.44874900579452515, 0.020525000989437103, 1.243608832359314, -0.09745697677135468, 0.8181277513504028, -0.813245415687561, 0.08896620571613312, -1.2098428010940552, -2.72455096244812, -0.2655671238899231]",78
C#CC1=CC=CC=C1.IC1=CC=C(C(C)=O)C=C1>O1CCCC1.[Cu]I>O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,optimization,sonogashira,https://doi.org/10.1002/slct.201600894,C#CC1=CC=CC=C1,"[-0.477346271276474, 2.861046314239502, 1.8213987350463867, 0.5761306285858154, 1.552587866783142, -0.9304823875427246, 0.43274998664855957, 2.3158493041992188, 0.07690653204917908, 1.4796663522720337, 0.8873790502548218, -0.6927811503410339, 1.459511399269104, -1.9629449844360352, -0.9109203815460205, 2.766835927963257, 2.652559280395508, 2.4121811389923096, 1.7137939929962158, 2.889366388320923, -0.5944471955299377, -1.5113537311553955, -0.3565481901168823, -2.0433170795440674, -0.6772485971450806, -0.08015908300876617, -1.9922258853912354, 2.259023666381836, 0.35831964015960693, 0.12555599212646484, -2.225858688354492, -1.7109594345092773, -1.5563769340515137, 0.5193235278129578, 1.8963931798934937, 1.6905713081359863, 1.7278144359588623, 2.187241315841675, 0.4704359173774719, -0.8889414072036743, 0.24627208709716797, -0.024220632389187813, 3.1174442768096924, -2.130265474319458, 1.5730808973312378, 1.2803919315338135, -1.5781166553497314, 1.983915090560913, -0.6703301072120667, 1.3742092847824097, -1.8620972633361816, 0.2668219804763794, -0.8805060982704163, -1.4194177389144897, 1.5143182277679443, 1.0850398540496826, 0.3710802495479584, -0.6885048747062683, -0.23943203687667847, -0.890510082244873, -0.6389927268028259, 0.005690537393093109, -1.1243184804916382, 0.227023646235466, -1.9161614179611206, 0.48108845949172974, -2.1119425296783447, -0.5757908225059509, -0.9785798192024231, 0.31879866123199463, 0.2781985104084015, 1.489484429359436, -1.6662044525146484, -1.198670744895935, -0.28562813997268677, 1.1088472604751587, 0.47913193702697754, -1.304087519645691, 0.022004202008247375, -0.46149447560310364, 0.05137047916650772, -1.5861636400222778, 0.6210274696350098, 0.8189207911491394, 0.3340246081352234, 0.1385311335325241, 1.5996677875518799, -1.061718463897705, -1.2515051364898682, -1.056870698928833, 3.1173346042633057, 0.6169682741165161, 0.05877724289894104, -3.4243688583374023, -0.6884857416152954, 0.14326879382133484, 1.4090776443481445, -0.5488162636756897, 1.0432820320129395, -2.16260027885437, -1.1762232780456543, -2.600497245788574, -0.516030490398407, 0.8439773917198181, 0.19996047019958496, 0.8611130714416504, 0.7688754200935364, 0.06945237517356873, 0.1628848761320114, 1.5896637439727783, 1.0210286378860474, -1.0781993865966797, 1.0502835512161255, -0.5157313942909241, 2.311882495880127, 2.7620866298675537, 2.002526044845581, -2.557184934616089, -0.13543707132339478, -1.1565543413162231, 1.3201802968978882, -0.19284555315971375, -0.34114986658096313, 1.3101414442062378, 1.2868098020553589, -0.6624149084091187, -0.9150980710983276, 1.53220534324646, -0.8552893996238708, -1.15900719165802, -0.9672157168388367, -0.40638092160224915, 0.37636798620224, 1.208513617515564, -0.030639290809631348, 0.7800062894821167, -2.6747615337371826, 0.4443160593509674, 0.2717488408088684, 1.0479066371917725, 2.3103413581848145, 0.0040059760212898254, 0.18760815262794495, -0.8137436509132385, 0.33297649025917053, -0.0596868172287941, 0.4541624188423157, 0.0008989870548248291, -1.2281490564346313, 0.9249089360237122, -2.3393607139587402, 0.3740251958370209, 0.6999030709266663, 2.323408365249634, 0.8489800691604614, 0.8417379856109619, 0.130242720246315, 1.1705658435821533, -0.20019353926181793, -2.420231342315674, 0.7035077214241028, -0.18904715776443481, -0.8961039781570435, -0.8969519138336182, -0.11102493107318878, -0.7970213890075684, 0.6289409399032593, 2.101592540740967, 0.4464302659034729, 0.6672461032867432, 0.5596587657928467, 1.5545449256896973, -0.39516136050224304, -0.1661161184310913, 1.0360205173492432, -0.22705581784248352, 1.3461525440216064, -1.7298860549926758, -1.668591022491455, 0.5068008899688721, -2.4578051567077637, 1.8499093055725098, -0.8646366000175476, -0.16892290115356445, 0.4529668390750885, 2.201704263687134, 0.8941615223884583, -0.5640127062797546, 1.378422737121582, 0.429471492767334, -0.5007897615432739, -0.23344917595386505, -1.6062331199645996, -0.35917970538139343, -0.8455914258956909, -0.29762351512908936, -0.36688482761383057, -0.028753358870744705, -1.0007054805755615, -0.1140083372592926, -0.2546241581439972, 2.6046905517578125, -0.06856231391429901, -1.5008333921432495, -2.2398929595947266, 0.35628029704093933, -0.7079883813858032, 0.32895076274871826, 0.6234392523765564, 0.22282323241233826, -2.1815268993377686, -0.45976561307907104, 1.3287630081176758, -1.7507810592651367, -1.7173371315002441, 0.21671956777572632, -2.521196126937866, -0.6555812358856201, -2.0662734508514404, 1.0323972702026367, -2.6142704486846924, -2.219294309616089, -0.12602190673351288, 0.9131746292114258, -1.0154998302459717, -1.3895052671432495, 1.7310281991958618, 1.3268495798110962, -0.05979376658797264, -0.19206899404525757, -0.8080586194992065, 0.7923261523246765, -1.2900867462158203, 1.0680710077285767, 1.8524622917175293, -0.758689284324646, 0.5078359246253967, -0.9149353504180908, -0.569494366645813, -0.36515751481056213, -0.06922139972448349, -1.2542176246643066, 1.4425923824310303, -0.5180540680885315, -2.0218310356140137, -3.6433980464935303, -0.6758126616477966, 0.4833492934703827, 2.453019380569458, 0.3822539746761322, 1.1733570098876953, -0.5612261891365051, -0.6978739500045776, -0.8593374490737915, -2.6083292961120605, -0.8608874678611755]",0
C#CC1=CC=CC=C1.IC1=CC=C(C(C)=O)C=C1>CC#N.[Cu]I>O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,optimization,sonogashira,https://doi.org/10.1002/slct.201600894,C#CC1=CC=CC=C1,"[-0.05309665948152542, 3.1034445762634277, 1.5547716617584229, 1.1643606424331665, 0.7969945073127747, -0.269888311624527, 1.3454533815383911, 2.2382514476776123, 0.7320813536643982, 0.8712906241416931, -0.44459953904151917, -0.350979745388031, 1.6297361850738525, -1.8023931980133057, -0.019541405141353607, 2.6730523109436035, 2.08134126663208, 1.687976598739624, 2.3538501262664795, 2.3861184120178223, -0.8644682168960571, -1.0379269123077393, -0.9341888427734375, 0.08031554520130157, -0.6779733300209045, -1.462778091430664, -0.34824836254119873, 1.265228033065796, 0.5344293713569641, -0.5872371196746826, -1.9362523555755615, -1.0403701066970825, -1.658213496208191, 0.09275588393211365, 0.22611714899539948, 0.976107656955719, 0.7441313862800598, 1.2859890460968018, 0.45669952034950256, -2.2342071533203125, 0.7871624827384949, -0.1205667033791542, 2.369560956954956, -2.870797634124756, 0.9770973324775696, 0.9045282602310181, -1.9422636032104492, -0.2250700742006302, -0.10466934740543365, 2.9875121116638184, -1.2974350452423096, 0.9889197945594788, -1.7004437446594238, -1.8360954523086548, 1.3336851596832275, 1.4301222562789917, -0.040064722299575806, -0.40798085927963257, 0.2553972899913788, 0.4100848436355591, 1.085888385772705, -0.27920058369636536, -1.5069489479064941, 0.6739639043807983, -1.2369601726531982, -0.8816574811935425, -1.661773681640625, -0.3938051760196686, -0.7779061198234558, -0.8885577321052551, 1.2449119091033936, 1.2980859279632568, -2.0245416164398193, 0.05237385630607605, -1.473305344581604, -0.21969905495643616, 0.4075848162174225, -2.428128719329834, -0.4729618430137634, 0.2328881025314331, -0.3404346704483032, -1.6627579927444458, 0.7225359082221985, 1.3594439029693604, 1.1581645011901855, 1.5893815755844116, 0.1447073370218277, 0.42299705743789673, 0.30998677015304565, -1.1102983951568604, 2.7447776794433594, 0.5902686715126038, -1.1894352436065674, -3.8200113773345947, -1.1516826152801514, 1.111839771270752, 0.38640081882476807, -0.9485587477684021, 0.1790221929550171, -1.8292063474655151, 0.3821023404598236, -2.048858165740967, -0.2910899519920349, 1.3311011791229248, 0.14510540664196014, 0.009886115789413452, 0.9022637605667114, -1.637554407119751, 0.8009178042411804, 0.022996678948402405, 0.3272544741630554, -1.2160402536392212, 0.2732842266559601, -0.9765655398368835, 2.234147548675537, 2.8885672092437744, 2.0994772911071777, -1.7181549072265625, 0.34731191396713257, -0.31427693367004395, 0.5058494806289673, -2.5326972007751465, 0.21673676371574402, 0.21861228346824646, 2.1519784927368164, -0.6856682300567627, 0.011240079998970032, 1.3342572450637817, -2.3446497917175293, -0.21927088499069214, -0.5333356857299805, -0.6212778091430664, 0.7880945205688477, 0.38999927043914795, 0.2563474774360657, 1.3711761236190796, -2.2803754806518555, 1.1323819160461426, 1.321742057800293, 0.938029944896698, 1.6340281963348389, 1.1334246397018433, -0.7090426683425903, -1.2054575681686401, 0.21571379899978638, 0.4427872896194458, 0.5327396392822266, 0.7373312711715698, -0.7182077765464783, 2.152095079421997, -2.532442569732666, -0.3939581513404846, 1.1520991325378418, 0.21540644764900208, 1.3234783411026, 1.1640002727508545, -0.08323778212070465, 0.43138015270233154, -1.2559523582458496, -2.603647470474243, 0.4089502692222595, -0.3271699845790863, 1.2482692003250122, -1.9140604734420776, -1.1075602769851685, -0.7095445394515991, 1.1340759992599487, 2.3676929473876953, -0.32758015394210815, 1.156794786453247, 0.34957993030548096, 0.967628002166748, -1.0933035612106323, 1.6320936679840088, 0.6399937868118286, 0.019508332014083862, 1.0798816680908203, -0.6364369988441467, -0.663299560546875, 1.624861240386963, -1.58275306224823, 0.28244757652282715, -1.276031732559204, 1.335466742515564, 1.109533429145813, 1.782447099685669, 1.4673385620117188, 0.09665986150503159, 1.012438416481018, -0.6472077369689941, -2.4046990871429443, -0.6321738362312317, -0.4968729615211487, 0.5756423473358154, -1.3090554475784302, 0.49833017587661743, -0.42042893171310425, 1.644638180732727, -0.45255106687545776, -0.05844968557357788, 1.5554925203323364, 2.853121280670166, -0.9559910297393799, -1.0210047960281372, -1.1101596355438232, -0.7568345069885254, -0.6536954641342163, 0.5204728841781616, 1.3751442432403564, -0.3070380687713623, -1.3935744762420654, 1.4567985534667969, -0.031042754650115967, -1.0654265880584717, -1.8253142833709717, 0.09251701831817627, -2.341062068939209, 0.3253035247325897, -1.6180000305175781, 2.6050238609313965, -2.7116308212280273, -1.2954630851745605, 0.2742827534675598, 0.6051551103591919, -0.44285306334495544, -1.3177485466003418, 1.3713074922561646, 1.1789567470550537, -0.0708780288696289, -1.4874279499053955, -0.9951274394989014, 0.36497360467910767, -1.7674483060836792, 0.2181367427110672, 0.43023520708084106, -2.012125253677368, -0.5862805843353271, -0.10376635938882828, 0.1176963821053505, 0.06243552640080452, 1.7118263244628906, -0.6126910448074341, 2.1488351821899414, -1.031724214553833, -1.9463151693344116, -4.0280842781066895, -1.0290380716323853, -0.16960471868515015, 0.7598575949668884, 0.0019236356019973755, 0.27037668228149414, -0.595792829990387, 0.29760003089904785, -1.500982642173767, -2.6328725814819336, -0.20498879253864288]",50
